2023-06-09 18:57:24;27.70
2023-06-09 18:57:23;27.70
2023-06-09 18:57:21;27.70
2023-06-09 18:57:20;27.70
2023-06-09 18:57:19;27.70
2023-06-09 18:57:18;27.70
2023-06-09 18:57:17;27.70
2023-06-09 18:57:16;27.70
2023-06-09 18:57:14;27.70
2023-06-09 18:57:13;27.70
2023-06-09 18:57:12;27.70
2023-06-09 18:57:11;27.70
2023-06-09 18:57:10;27.70
2023-06-09 18:57:09;27.70
2023-06-09 18:57:07;27.70
2023-06-09 18:57:06;27.70
2023-06-09 18:57:05;27.70
2023-06-09 18:57:04;27.70
2023-06-09 18:57:02;27.70
2023-06-09 18:57:00;27.70
2023-06-09 18:56:59;27.70
2023-06-09 18:56:57;27.70
2023-06-09 18:56:56;27.80
2023-06-09 18:56:55;27.80
2023-06-09 18:56:54;27.80
2023-06-09 18:56:52;27.80
2023-06-09 18:56:51;27.80
2023-06-09 18:56:50;27.80
2023-06-09 18:56:49;27.70
2023-06-09 18:56:48;27.70
2023-06-09 18:56:46;27.70
2023-06-09 18:56:45;27.70
2023-06-09 18:56:44;27.70
2023-06-09 18:56:43;27.70
2023-06-09 18:56:42;27.70
2023-06-09 18:56:41;27.70
2023-06-09 18:56:39;27.80
2023-06-09 18:56:38;27.80
2023-06-09 18:56:37;27.80
2023-06-09 18:56:35;27.80
2023-06-09 18:56:34;27.80
2023-06-09 18:56:33;27.80
2023-06-09 18:56:32;27.80
2023-06-09 18:56:30;27.80
2023-06-09 18:56:29;27.80
2023-06-09 18:56:28;27.80
2023-06-09 18:56:27;27.80
2023-06-09 18:56:26;27.80
2023-06-09 18:56:24;27.80
2023-06-09 18:56:23;27.80
2023-06-09 18:56:22;27.80
2023-06-09 18:56:21;27.80
2023-06-09 18:56:20;27.80
2023-06-09 18:56:19;27.80
2023-06-09 18:56:17;27.80
2023-06-09 18:56:16;27.80
2023-06-09 18:56:15;27.80
2023-06-09 18:56:14;27.80
2023-06-09 18:56:12;27.80
2023-06-09 18:56:11;27.80
2023-06-09 18:56:10;27.80
2023-06-09 18:56:09;27.80
2023-06-09 18:56:07;27.80
2023-06-09 18:56:06;27.80
2023-06-09 18:56:05;27.80
2023-06-09 18:56:04;27.80
2023-06-09 18:56:03;27.80
2023-06-09 18:56:02;27.80
2023-06-09 18:56:01;27.80
2023-06-09 18:56:00;27.80
2023-06-09 18:55:58;27.80
2023-06-09 18:55:57;27.80
2023-06-09 18:55:56;27.80
2023-06-09 18:55:55;27.80
2023-06-09 18:55:54;27.80
2023-06-09 18:55:53;27.80
2023-06-09 18:55:51;27.80
2023-06-09 18:55:50;27.80
2023-06-09 18:55:49;27.80
2023-06-09 18:55:48;27.80
2023-06-09 18:55:46;27.80
2023-06-09 18:55:45;27.80
2023-06-09 18:55:44;27.80
2023-06-09 18:55:43;27.80
2023-06-09 18:55:42;27.80
2023-06-09 18:55:41;27.80
2023-06-09 18:55:39;27.80
2023-06-09 18:55:38;27.80
2023-06-09 18:55:37;27.80
2023-06-09 18:55:35;27.80
2023-06-09 18:55:34;27.80
2023-06-09 18:55:33;27.80
2023-06-09 18:55:32;27.80
2023-06-09 18:55:30;27.80
2023-06-09 18:55:29;27.80
2023-06-09 18:55:28;27.80
2023-06-09 18:55:27;27.80
2023-06-09 18:55:26;27.80
2023-06-09 18:55:24;27.70
2023-06-09 18:55:23;27.70
2023-06-09 18:55:22;27.70
2023-06-09 18:55:21;27.70
2023-06-09 18:55:20;27.70
2023-06-09 18:55:19;27.70
2023-06-09 18:55:17;27.60
2023-06-09 18:55:16;27.60
2023-06-09 18:55:15;27.60
2023-06-09 18:55:14;27.60
2023-06-09 18:55:13;27.60
2023-06-09 18:55:11;27.60
2023-06-09 18:55:10;27.60
2023-06-09 18:55:09;27.60
2023-06-09 18:55:08;27.60
2023-06-09 18:55:07;27.60
2023-06-09 18:55:03;27.60
2023-06-09 18:55:01;27.60
2023-06-09 18:54:59;27.60
2023-06-09 18:54:58;27.60
2023-06-09 18:54:57;27.60
2023-06-09 18:54:56;27.60
2023-06-09 18:54:54;27.60
2023-06-09 18:54:50;27.60
2023-06-09 18:54:49;27.60
2023-06-09 18:54:47;27.60
2023-06-09 18:54:46;27.60
2023-06-09 18:54:45;27.60
2023-06-09 18:54:43;27.60
2023-06-09 18:54:42;27.60
2023-06-09 18:54:40;27.60
2023-06-09 18:54:39;27.60
2023-06-09 18:54:38;27.60
2023-06-09 18:54:36;27.60
2023-06-09 18:54:35;27.60
2023-06-09 18:54:34;27.60
2023-06-09 18:54:33;27.60
2023-06-09 18:54:31;27.60
2023-06-09 18:54:30;27.60
2023-06-09 18:54:29;27.60
2023-06-09 18:54:28;27.60
2023-06-09 18:54:26;27.60
2023-06-09 18:54:25;27.60
2023-06-09 18:54:24;27.60
2023-06-09 18:54:22;27.60
2023-06-09 18:54:21;27.60
2023-06-09 18:54:20;27.60
2023-06-09 18:54:19;27.60
2023-06-09 18:54:17;27.60
2023-06-09 18:54:16;27.70
2023-06-09 18:54:14;27.70
2023-06-09 18:54:13;27.70
2023-06-09 18:54:12;27.70
2023-06-09 18:54:11;27.70
2023-06-09 18:54:10;27.70
2023-06-09 18:54:08;27.70
2023-06-09 18:54:06;27.70
2023-06-09 18:54:05;27.70
2023-06-09 18:54:04;27.70
2023-06-09 18:54:03;27.70
2023-06-09 18:54:02;27.70
2023-06-09 18:54:00;27.70
2023-06-09 18:53:59;27.70
2023-06-09 18:53:58;27.70
2023-06-09 18:53:57;27.70
2023-06-09 18:53:56;27.70
2023-06-09 18:53:55;27.70
2023-06-09 18:53:53;27.80
2023-06-09 18:53:52;27.80
2023-06-09 18:53:50;27.80
2023-06-09 18:53:49;27.80
2023-06-09 18:53:48;27.80
2023-06-09 18:53:47;27.80
2023-06-09 18:53:44;27.80
2023-06-09 18:53:43;27.80
2023-06-09 18:53:41;27.80
2023-06-09 18:53:39;27.80
2023-06-09 18:53:37;27.90
2023-06-09 18:53:36;27.90
2023-06-09 18:53:35;27.90
2023-06-09 18:53:34;27.90
2023-06-09 18:53:32;27.90
2023-06-09 18:53:31;27.90
2023-06-09 18:53:30;27.90
2023-06-09 18:53:29;27.90
2023-06-09 18:53:27;27.90
2023-06-09 18:53:26;27.90
2023-06-09 18:53:24;27.90
2023-06-09 18:53:23;27.90
2023-06-09 18:53:22;28.00
2023-06-09 18:53:21;28.00
